density,density_level,target_long_fraction_pct,model_key,model_label,method,method_variant,resource_profile,kv_profile,kv_profile_label,paper_default_kv,ttft_mode,gpu_count,physical_measurement_gpu_count,prefill_workers,decode_workers,output_tokens,decode_replay_mode,decode_batch_size,decode_batch_alpha,repeat_count,stage_measurement,execution_mode,kv_bytes_per_token,all_completion_p50_ms,all_completion_p90_ms,all_completion_p99_ms,all_tpot_p50_ms,all_tpot_p90_ms,all_tpot_p99_ms,all_ttft_p50_ms,all_ttft_p90_ms,all_ttft_p99_ms,kv_transfer_mean_ms,long_completion_p50_ms,long_completion_p90_ms,long_completion_p99_ms,long_request_count,long_tpot_p50_ms,long_tpot_p90_ms,long_tpot_p99_ms,long_ttft_p50_ms,long_ttft_p90_ms,long_ttft_p99_ms,measured_long_fraction,request_count,round_wall_ms,short_completion_p50_ms,short_completion_p90_ms,short_completion_p99_ms,short_request_count,short_tpot_p50_ms,short_tpot_p90_ms,short_tpot_p99_ms,short_ttft_p50_ms,short_ttft_p90_ms,short_ttft_p99_ms,throughput_rps,tpot_mean_ms,dispatcher,replica_count,replica_execution
high_l50,high,50,baichuan2-7b-chat,baichuan-inc--Baichuan2-7B-Chat,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,524288,18414.058059113468,24168.143939104506,24293.504812880085,157.78161047525418,159.50752312892337,159.8837787666683,916.2088640095293,1626.4647073777392,1936.3868272941434,19.67888,19024.56872309277,24193.407553402198,24316.820447166596,20.0,156.32719712653994,159.5003690674139,159.88696371730987,1078.8373898119403,1783.1151300198173,1974.2490235947325,0.5,40.0,28389.36958892873,14547.965182752212,19310.617996612913,19449.732606865684,20.0,158.01971944248663,159.51602254164038,159.79340208354364,692.0939907988486,1281.0448820137728,1321.0005286613,1.4089920535115201,149.10270715670913,,,
high_l50,high,50,gemma-2-9b-it,google--gemma-2-9b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,301056,34361.64114941754,45723.62221162846,45903.628297986,276.0323147537547,289.1170938069198,289.68194912079207,2611.054819547521,4652.271383715302,5308.743313098247,10.705638399999998,35604.635259222596,45829.31842097255,45909.154097985986,20.0,273.0149112840263,288.74391420922984,289.4307857186368,3193.945903796447,4986.173757999209,5369.5003319954085,0.5,40.0,50137.798607986,27119.04229769251,36190.916634840585,36486.61614500922,20.0,277.0499931568123,289.14698803194364,289.66637575288746,2064.5180532742356,3721.3336016294525,3882.17474953182,0.7986367722795464,264.1906444225122,,,
high_l50,high,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,344064,19188.003089862705,25506.226011317765,25628.603384207938,164.36791728611723,167.38687710308506,168.2274170262341,1709.836998320913,3246.6267335302605,3874.028043459064,15.660294399999998,20307.138900289592,25607.886147127843,25634.129184207937,20.0,162.16868894749027,167.27892638088161,168.23351211086253,2114.314834559753,3588.005887880084,3930.2079436623744,0.5,40.0,29862.773694207935,15365.761185715337,20755.0320531635,21010.99268564053,20.0,165.05912652851293,167.39562852472406,168.06637828796892,1351.5036285994145,2487.177329849762,2522.9372691427693,1.339460318997223,155.8470852068889,,,
high_l50,high,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,131072,19165.74291294426,25333.538296866012,25442.344616609073,164.20677451945238,165.69919433380235,165.7694714107895,1051.9289238235772,1894.3356915954732,2226.416417682147,5.197471999999999,19872.740218710213,25350.787972164733,25465.4991270526,20.0,161.8848603396404,165.70284140094557,165.78494346537542,1259.8122370707074,2065.6714552839762,2265.83323647805,0.5,40.0,29572.224038313725,15137.503562674156,20167.16742956335,20316.01307074517,20.0,164.43656730609177,165.69850704004566,165.70996546999032,808.8908680776784,1487.3144762927743,1524.1849897866473,1.3526217065090946,155.12469869146076,,,
high_l50,high,50,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,57344,16431.199528391597,21526.518311220083,21648.206942699064,142.2673604657193,144.38953462503946,144.83355175203042,833.1620717922289,1482.9963465682463,1783.4400016822726,2.1439104,16997.69038553615,21549.323959648245,21677.69467809813,20.0,140.5820752502416,144.32082110101675,144.82315212998458,984.4447867960639,1635.9762071138023,1820.7446530855514,0.5,40.0,25764.668335333543,13008.763573045391,17280.664710366873,17412.9251437662,20.0,142.73317594355433,144.40119570725884,144.7942396193547,613.7046190535602,1164.1644662146766,1213.6359701888273,1.5525137376011764,134.80320678861153,,,
high_l70,high,70,baichuan2-7b-chat,baichuan-inc--Baichuan2-7B-Chat,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,524288,18293.187677756097,23989.643339180744,24077.080917032225,155.77907442379316,158.31257890393857,158.74559038251869,1059.2490095828537,2766.089902586004,3103.4479480538075,26.4278592,18981.790968208894,24012.55066766226,24079.787363729087,28.0,155.60152454164768,157.76981665768437,158.72649390559076,1716.9286977833074,2820.6358172477035,3126.8476089914025,0.7,40.0,28250.448122993643,10593.153113910163,18011.234274621012,18079.527649247586,12.0,156.19095137571662,158.40047294747245,158.68311897012404,488.3269605258023,887.5216378807448,1035.8205344601156,1.4159171526317533,147.4737768161764,,,
high_l70,high,70,gemma-2-9b-it,google--gemma-2-9b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,301056,31575.891194465545,42077.468572551195,42255.771549147474,258.2829289191993,261.0466176231165,261.5100793488041,2442.768318879243,5702.824964615607,6327.955385641698,14.304433600000001,32894.82577463254,42162.91011818616,42257.81822133377,28.0,258.08185802271396,260.9420052540303,261.47248622541804,3696.3122763218526,5848.87174269367,6362.935343880117,0.7,40.0,46505.93501990328,17853.573090458827,31054.591586594302,31279.489837465546,12.0,258.8330769528393,261.0323328181019,261.45293717402484,1243.3531841279025,2270.345872070793,2327.1445850516175,0.8601370634592924,243.95348774428447,,,
high_l70,high,70,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,344064,19485.63481094921,25645.781254127374,25783.90176998923,164.703635561402,166.82630774039524,167.38774817451275,1830.4412506791407,5204.337356201464,5909.80488329821,21.323104,20539.199005667113,25692.3484113135,25784.120895518347,28.0,164.40001185651735,166.70822079097857,167.3466644081429,3096.307486931484,5379.417133277245,5947.947887936925,0.7,40.0,30035.63792795887,11530.226734893282,19069.749326470643,19221.35037461054,12.0,165.09169681536775,166.96428050099496,167.34020833838687,890.1389851238215,1619.1561051883396,1761.312303348721,1.331807959712962,155.58508757157932,,,
high_l70,high,70,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,131072,19432.15150380853,25533.740858286874,25585.92414175341,164.71782182228978,166.7148691860144,166.7477628625737,1193.7401216078426,3099.867793365315,3470.8075620218087,6.937759999999999,20149.89608588713,25549.82826312818,25589.069936073345,28.0,164.71782182228978,166.72328338791164,166.75071897782047,1942.362070821266,3151.7764047353107,3495.1275102846835,0.7,40.0,29811.001564622587,11117.225941487643,19084.954057485185,19220.467979323617,12.0,164.70347293405865,166.68517271848955,166.69685513068822,552.8527314369343,1023.1944370206106,1165.9725401536416,1.3418002105066689,155.63113993607817,,,
high_l70,high,70,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,57344,16757.260892291324,21845.427077942517,21876.625550403092,143.6184507335372,145.3370150437243,145.71658319750048,951.5087292771198,2604.1703281086434,2918.392104413223,2.8463296,17324.66456346479,21851.60328328912,21876.951013490092,28.0,143.41140013072817,145.26597524147022,145.67730407829282,1580.1637237701036,2658.9541554957673,2941.07107277584,0.7,40.0,26096.704017405274,9688.854959419368,16441.868913629613,16550.559937044978,12.0,144.12678145707133,145.37199431887302,145.67952531916922,435.2986530926786,778.0984900985271,937.7468231277162,1.5327790981791565,135.8305072730659,,,
high_l90,high,90,baichuan2-7b-chat,baichuan-inc--Baichuan2-7B-Chat,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,524288,18386.576972376883,24176.345800776646,24305.824363396925,155.37745375236312,158.7225550626681,159.23578567430553,2192.9861204890267,3964.4264431763936,4331.884408019986,32.980230399999996,18667.63356148217,24186.670384160665,24306.79383547792,36.0,156.1800540582027,158.84269935261273,159.2368996353727,2408.2161382528425,3968.468897772441,4339.779488640212,0.9,40.0,28378.158097699023,9970.7635924688,10233.820259218068,10262.483275892995,4.0,148.50324966952002,151.35802941295537,151.60758823077154,436.32495776209987,486.02471580964016,491.829240339262,1.4096078071441953,147.6648188428536,,,
high_l90,high,90,gemma-2-9b-it,google--gemma-2-9b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,301056,31720.498150901873,42461.83199168487,42538.83867532328,257.60770286458705,262.2462459694715,262.4159851869849,3975.3279308980063,7237.745629687302,7907.483718887824,17.8439584,32130.643206701247,42473.84958621646,42539.973429187434,36.0,258.75757593882565,262.2632271259199,262.41901503543124,4386.7056706356525,7271.857781088515,7919.07688226756,0.9,40.0,46747.02606710025,16688.215258347012,17093.657480933805,17149.654444635264,4.0,246.04487996748006,249.68159154802166,250.0834219076075,832.2497107913484,987.6209678827083,1007.6667305620281,0.8556871370031991,244.19535967904923,,,
high_l90,high,90,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,344064,21642.19475643952,28828.842209481387,28998.505874291717,179.54686755221928,183.95694636685053,183.97112266658965,3994.8058283235378,7468.555113763174,8143.31011981835,26.842105600000007,22007.960859581315,28835.461707166454,29002.101604971052,36.0,180.79890855770685,183.95782624772042,183.97134547046394,4396.433199842082,7499.829506152496,8155.666056158676,0.9,40.0,33254.07481839505,11557.207034445202,11931.373550697623,11966.559923221736,4.0,168.01455929179227,171.55230178659636,171.8355889811071,761.2881862917682,877.4993536412014,885.7912772029299,1.2028716428401935,170.91128957422876,,,
high_l90,high,90,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,131072,19368.463447498525,25595.95306605991,25679.82214482165,163.23943658278466,166.4657983748907,166.47933015910684,2427.6871981465456,4381.456355754103,4797.127812463013,8.646406399999998,19648.493750890135,25607.395328941824,25680.759951072647,36.0,164.03216538234034,166.46648424094792,166.479590871364,2669.0080663818803,4384.063474950567,4805.287146562201,0.9,40.0,29897.335215429914,10402.577254423715,10683.54266240848,10714.009668485407,4.0,154.61498999545054,157.53739070524472,157.79408307833967,481.0981836674735,546.9645627192451,554.1140787591353,1.3379142685286345,155.0284397017418,,,
high_l90,high,90,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,57344,17332.34596671741,22967.37013937043,23025.342608737526,146.46148730962082,153.21181204827286,153.2479585093379,2119.9805260449143,3823.30996412556,4180.63734303535,3.533158399999999,17565.037360197144,22968.98807996809,23026.18350411462,36.0,147.64298086559947,153.21228810453607,153.24852422161487,2332.537192282703,3830.659482715605,4188.194533795191,0.9,40.0,27220.09761364991,9237.562860050351,9438.33659878518,9465.11250096051,4.0,137.0207324183187,139.47155778192524,139.7201319300304,422.2731579687214,466.3363960397195,470.3473183957754,1.4712358019513458,140.85843183969047,,,
mid_l10,mid,10,baichuan2-7b-chat,baichuan-inc--Baichuan2-7B-Chat,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,524288,18118.09083754062,23341.787682906375,23606.261819447547,161.4253950360593,162.87981591671505,163.05273725995733,85.83675527217332,222.33759202417042,322.4765970726665,5.857337600000002,14155.571963233711,17817.766539098535,17922.539127831526,4.0,162.6251358915037,162.86984984522172,162.915227515344,219.97220025514252,291.68023142481843,318.8035670001916,0.1,40.0,28979.688859689486,18270.555592945657,23369.443594642016,23611.49700514926,36.0,161.15965011130626,162.87769840184293,163.05273725995733,80.1418639971642,200.32297673075934,294.3297056398428,1.3806221135879528,151.965725714793,,,
mid_l10,mid,10,gemma-2-9b-it,google--gemma-2-9b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,301056,30734.794767699448,40455.119002826046,40689.54485019983,257.51510738954664,261.0457390884399,261.3170073488113,514.727793454594,818.6376029835194,890.8752980195723,3.264380799999999,23443.524979985217,30303.409361807513,30505.07878803624,4.0,259.66300066354836,260.8950195323053,260.9465379270521,618.1262245027506,772.099409738818,775.2957689557971,0.1,40.0,46098.83300015323,30910.23769280789,40469.27502701861,40692.80496656746,36.0,256.9629928450065,261.0560327155454,261.3184561016851,514.727793454594,825.5685529514635,892.1351466793166,0.8677043750506807,243.64125566138233,,,
mid_l10,mid,10,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,344064,20015.409960647557,25671.495668526364,25957.836839421398,174.89943514947117,177.71242938231723,177.76806701648349,144.3405579991521,518.1031671759068,570.6533198886468,4.4110144,15626.289996562484,19744.602510030112,19847.352205504416,4.0,177.4155185203246,177.75249668386238,177.76540270699797,435.60505425896145,545.0444256230336,556.2876800325095,0.1,40.0,31321.131503741075,20163.137245651997,25699.500490552324,25961.10793572896,36.0,174.68682857253032,177.6849909295933,177.7473630107263,125.1186075405538,419.0489372770695,570.8261285688645,1.2782398212693653,164.7963082052123,,,
mid_l10,mid,10,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,131072,20905.091831541446,27164.745320151844,27430.46865237291,182.31076462178862,184.0279559518412,184.35229029136912,120.74332126342716,293.1591092549591,410.3714057319965,1.6076352,16174.458327540902,20582.239772072968,20690.15890077033,4.0,183.99305145260712,184.03467632832238,184.03904106313962,265.29822474160346,368.6237181084076,398.51971056977993,0.1,40.0,32760.395099937923,21048.843395775002,27180.20281469139,27436.751248460023,36.0,182.06292560394047,184.00612170002546,184.35617021638774,98.79986425261666,250.55371002092613,389.9231454267035,1.2209904742316682,172.30908789971127,,,
mid_l10,mid,10,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,57344,16818.748398791235,21621.019849245837,21877.373151411084,151.11820907473486,152.9647424657646,153.09094580342992,71.67045275448174,213.3535652825905,297.1919239309329,0.7000063999999999,13206.058331458375,16504.11363248952,16553.642676511008,4.0,152.71835758807669,152.98936649496795,152.99844173532568,216.40732750529423,275.3209919457572,296.64252741412906,0.1,40.0,27249.631235736677,16972.598463655795,21661.717526156033,21883.005661688243,36.0,150.84556154699655,152.9439535173488,153.0904824700882,69.92019923927728,180.0277135256418,268.4239593118457,1.4715069084185959,142.56288345618992,,,
