gui_time_s,gr_active
3.5137499720000003,0.0
3.51387538,0.0
3.514000788,0.0
3.514126196,0.0
3.514251603,0.0
3.514376979,0.0
3.5145023870000003,0.0
3.514627763,0.0
3.514753139,0.0
3.514878547,0.0
3.515003923,0.0
3.515129298,0.0
3.515254674,0.0
3.51538005,0.0
3.5155054900000002,0.0
3.515630866,0.0
3.515756305,0.0
3.515881713,0.0
3.516007121,0.0
3.516132561,0.0
3.516258001,0.0
3.516383409,0.0
3.516508817,0.0
3.516634192,0.0
3.5167596,0.0
3.516885008,0.0
3.517010416,0.0
3.517135792,0.0
3.517261231,0.0
3.517386607,0.0
3.517512015,0.0
3.517637423,0.0
3.5177627670000002,0.0
3.517888143,0.0
3.518013519,0.0
3.518138927,0.0
3.518264334,0.0
3.518389742,0.0
3.5185151180000003,0.0
3.518640494,0.0
3.518765902,0.0
3.5188913090000002,0.0
3.519016685,0.0
3.519142061,0.0
3.519267469,0.0
3.519392845,0.0
3.519518252,0.0
3.519643628,0.0
3.519769036,0.0
3.519894444,0.0
3.520019788,0.0
3.520145196,0.0
3.5202705720000003,0.0
3.520395979,0.0
3.520521355,0.0
3.5206467630000002,0.0
3.520772171,0.0
3.520897579,0.0
3.5210229870000003,0.0
3.521148395,0.0
3.521273802,0.0
3.5213991780000002,0.0
3.521524586,0.0
3.521649962,0.0
3.521775338,0.0
3.521900746,0.0
3.522026153,0.0
3.5221515930000002,0.0
3.522277001,0.0
3.522402441,0.0
3.5225278490000003,0.0
3.522653289,0.0
3.522778697,0.0
3.522904136,0.0
3.523029608,0.0
3.523155016,0.0
3.523280488,0.0
3.523405928,0.0
3.523531399,0.0
3.523656871,0.0
3.523782311,0.0
3.5239077830000003,0.0
3.524033255,0.0
3.524158695,0.0
3.524284134,0.0
3.524409574,0.0
3.524535046,0.0
3.524660486,0.0
3.5247859260000003,0.0
3.524911334,0.0
3.525036773,0.0
3.5251621810000002,0.0
3.525287589,0.0
3.525413029,0.0
3.5255384690000002,0.0
3.525663909,0.0
3.52578938,0.0
3.525914788,0.0
3.5260402280000003,0.0
3.526165668,0.0
3.526291076,0.0
3.526416484,0.0
3.526541892,0.0
3.526667332,0.0
3.5267927390000002,0.0
3.526918147,0.0
3.527043619,0.0
3.5271690270000002,0.0
3.527294499,0.0
3.527419939,0.0
3.52754541,0.0
3.5276708500000002,0.0
3.527796322,0.0
3.527921762,0.0
3.528047202,0.0
3.528172642,0.0
3.52829805,0.0
3.528423489,0.0
3.5285489290000003,0.0
3.528674401,0.0
3.528799905,0.0
3.528925377,0.0
3.5290508480000002,0.0
3.52917632,0.0
3.529301792,0.0
3.529427264,0.0
3.529552736,0.0
3.529678176,0.0
3.529803647,0.0
3.529929119,0.0
3.530054591,0.0
3.530180031,0.0
3.530305439,0.0
3.530430879,0.0
3.530556319,0.0
3.530681726,0.0
3.530807166,0.0
3.530932606,0.0
3.531058078,0.0
3.531183518,0.0
3.5313089890000002,0.0
3.531434429,0.0
3.531559837,0.0
3.531685309,0.0
3.531810781,0.0
3.531936253,0.0
3.532061693,0.0
3.5321871000000002,0.0
3.53231254,0.0
3.532437948,0.0
3.5325633560000003,0.0
3.532688796,0.0
3.532814204,0.0
3.532939643,0.0
3.533065083,0.0
3.533190427,0.0
3.5333158350000002,0.0
3.533441243,0.0
3.533566651,0.0
3.5336921230000002,0.0
3.533817562,0.0
3.533943034,0.0
3.534068474,0.0
3.5341939460000003,0.0
3.534319418,0.0
3.534444857,0.0
3.534570265,0.0
3.534695705,0.0
3.534821145,0.0
3.534946585,0.0
3.535071993,0.0
3.535197432,0.0
3.53532284,0.0
3.53544828,0.0
3.535573752,0.0
3.535699224,0.0
3.535824632,0.0
3.535950104,0.0
3.536075544,0.0
3.536201015,0.0
3.536326519,0.0
3.536451991,0.0
3.536577495,0.0
3.536702935,0.0
3.536828342,0.0
3.53695375,0.0
3.53707919,0.0
3.53720463,0.0
3.53733007,0.0
3.53745551,0.0
3.537580886,0.0
3.5377063250000003,0.0
3.537831733,0.0
3.537957173,0.0
3.5380825810000003,0.0
3.538207989,0.0
3.538333428,0.0
3.538458836,0.0
3.538584244,0.0
3.538709652,0.0
3.5388350920000002,0.0
3.5389605,0.0
3.539085907,0.0
3.5392113480000003,0.0
3.539336787,0.0
3.539462227,0.0
3.539587667,0.0
3.539713075,0.0
3.539838483,0.0
3.539963922,0.0
3.540089363,0.0
3.540214802,0.0
3.540340242,0.0
3.5404656820000002,0.0
3.54059109,0.0
3.540716562,0.0
3.540842001,0.0
3.5409674090000003,0.0
3.541092881,0.0
3.541218353,0.0
3.5413437610000003,0.0
3.541469233,0.0
3.541594704,0.0
3.541720112,0.0
3.54184552,0.0
3.541970928,0.0
3.542096368,0.0
3.542221871,0.0
3.542347279,0.0
3.542472687,0.0
3.542598127,0.0
3.542723535,0.0
3.542848975,0.0
3.542974447,0.0
3.5430998860000003,0.0
3.543225358,0.0
3.543350798,0.0
3.5434762380000002,0.0
3.54360171,0.0
3.54372715,0.0
3.54385259,0.0
3.5439779970000003,0.0
3.544103469,0.0
3.544228909,0.0
3.5443543490000002,0.0
3.544479757,0.0
3.544605197,0.0
3.544730668,0.0
3.5448561080000003,0.0
3.544981516,0.0
3.545106988,0.0
3.5452323960000003,0.0
3.545357804,0.0
3.545483243,0.0
3.545608683,0.0
3.545734187,0.0
3.545859627,0.0
3.545985099,0.0
3.5461105710000003,0.0
3.546236042,0.0
3.546361482,0.0
3.546486922,0.0
3.5466123940000003,0.0
3.546737866,0.0
3.546863306,0.0
3.546988745,0.0
3.547114218,0.0
3.547239657,0.0
3.547365097,0.0
3.5474905370000003,0.0
3.547615945,0.0
3.547741384,0.0
3.547866856,0.0
3.5479923600000003,0.0
3.548117768,0.0
3.54824324,0.0
3.5483686800000003,0.0
3.548494184,0.0
3.548619655,0.0
3.548745095,0.0
3.5488705350000003,0.0
3.548995943,0.0
3.549121383,0.0
3.5492468550000003,0.0
3.549372327,0.0
3.549497766,0.0
3.549623206,0.0
3.5497486460000003,0.0
3.549874054,0.0
3.549999526,0.0
3.550124997,0.0
3.550250469,0.0
3.550375877,0.0
3.550501349,0.0
3.5506267890000003,0.0
3.550752197,0.0
3.550877636,0.0
3.551003076,0.0
3.55112858,0.0
3.551253988,0.0
3.551379428,0.0
3.551504836,0.0
3.551630276,0.0
3.551755715,0.0
3.551881187,0.0
3.552006627,0.0
3.552132099,0.0
3.552257539,0.0
3.5523830100000002,0.0
3.552508482,0.0
3.55263389,0.0
3.552759362,0.0
3.55288477,0.0
3.55301021,0.0
3.553135617,0.0
3.553260993,0.0
3.553386401,0.0
3.553511841,0.0
3.553637249,0.0
3.553762657,0.0
3.553888096,0.0
3.554013537,0.0
3.554139008,0.0
3.554264416,0.0
3.5543898240000003,0.0
3.554515264,0.0
3.554640768,0.0
3.554766207,0.0
3.5548916470000003,0.0
3.555017055,0.0
3.555142527,0.0
3.5552679670000003,0.0
3.555393439,0.0
3.555518879,0.0
3.5556442870000002,0.0
3.5557697900000003,0.0
3.555895262,0.0
3.556020702,0.0
3.5561461420000002,0.0
3.556271581,0.0
3.556396989,0.0
3.556522429,0.0
3.556647837,0.0
3.556773309,0.0
3.556898749,0.0
3.557024188,0.0
3.557149661,0.0
3.557275132,0.0
3.557400636,0.0
3.5575260440000003,0.0
3.557651484,0.0
3.557776924,0.0
3.5579023960000002,0.0
3.558027804,0.0
3.558153243,0.0
3.558278683,0.0
3.558404059,0.0
3.558529467,0.0
3.558654907,0.0
3.5587803780000002,0.0
3.558905818,0.0
3.559031258,0.0
3.5591566660000002,0.0
3.559282042,0.0
3.559407449,0.0
3.559532857,0.0
3.559658297,0.0
3.559783673,0.0
3.5599091130000002,0.0
3.560034521,0.0
3.560159961,0.0
3.5602853690000003,0.0
3.56041084,0.0
3.56053628,0.0
3.560661688,0.0
3.560787096,0.0
3.560912503,0.0
3.561037944,0.0
3.5611633830000002,0.0
3.561288823,0.0
3.561414231,0.0
3.5615396710000002,0.0
3.561665079,0.0
3.561790486,0.0
3.561915926,0.0
3.562041334,0.0
3.562166742,0.0
3.562292182,0.0
3.562417622,0.0
3.56254303,0.0
3.562668438,0.0
3.562793813,0.0
3.562919221,0.0
3.563044597,0.0
3.563170037,0.0
3.563295413,0.0
3.56342082,0.0
3.563546228,0.0
3.563671604,0.0
3.563797044,0.0
3.563922452,0.0
3.56404786,0.0
3.5641732360000002,0.0
3.564298675,0.0
3.564424115,0.0
3.564549555,0.0
3.564674995,0.0
3.564800435,0.0
3.564925875,0.0
3.565051314,0.0
3.565176786,0.0
3.565302258,0.0
3.565427698,0.0
3.5655531700000003,0.0
3.56567861,0.0
3.565804049,0.0
3.565929425,0.0
3.566054865,0.0
3.566180305,0.0
3.566305713,0.0
3.566431121,0.0
3.566556528,0.0
3.566681936,0.0
3.566807344,0.0
3.566932784,0.0
3.567058192,0.0
3.5671836310000002,0.0
3.567309072,0.0
3.567434447,0.0
3.567559823,0.0
3.567685231,0.0
3.567810671,0.0
3.567936079,0.0
3.568061486,0.0
3.568186894,0.0
3.5683123020000003,0.0
3.568437742,0.0
3.568563118,0.0
3.568688526,0.0
3.568813934,0.0
3.568939405,0.0
3.5690648130000002,0.0
3.569190189,0.0
3.569315597,0.0
3.5694410050000003,0.0
3.569566413,0.0
3.569691852,0.0
3.569817292,0.0
3.569942732,0.0
3.570068108,0.0
3.5701935160000002,0.0
3.570318891,0.0
3.570444299,0.0
3.570569739,0.0
3.570695147,0.0
3.570820491,0.0
3.5709458990000003,0.0
3.571071307,0.0
3.571196715,0.0
3.571322091,0.0
3.57144753,0.0
3.571572938,0.0
3.5716983460000002,0.0
3.571823721,0.0
3.571949097,0.0
3.5720745050000002,0.0
3.572199913,0.0
3.572325321,0.0
3.5724507930000002,0.0
3.572576233,0.0
3.572701673,0.0
3.572827112,0.0
3.5729525200000003,0.0
3.57307796,0.0
3.573203368,0.0
3.573328776,0.0
3.573454152,0.0
3.573579559,0.0
3.5737049990000003,0.0
3.573830439,0.0
3.573955879,0.0
3.5740812870000003,0.0
3.574206695,0.0
3.574332103,0.0
3.574457511,0.0
3.57458295,0.0
3.574708358,0.0
3.5748337980000002,0.0
3.574959206,0.0
3.575084614,0.0
3.575210021,0.0
3.575335429,0.0
3.575460837,0.0
3.575586245,0.0
3.575711685,0.0
3.575837124,0.0
3.575962532,0.0
3.57608794,0.0
3.576213316,0.0
3.576338724,0.0
3.576464132,0.0
3.57658954,0.0
3.5767149160000002,0.0
3.576840355,0.0
3.576965763,0.0
3.577091139,0.0
3.577216579,0.0
3.577341987,0.0
3.577467426,0.0
3.5775928660000003,0.0
3.577718274,0.0
3.577843714,0.0
3.5779691220000003,0.0
3.578094498,0.0
3.578219905,0.0
3.5783453130000002,0.0
3.578470721,0.0
3.578596161,0.0
3.5787215690000003,0.0
3.578847009,0.0
3.578972416,0.0
3.579097824,0.0
3.579223296,0.0
3.579348704,0.0
3.579474144,0.0
3.579599584,0.0
3.579725023,0.0
3.579850463,0.0
3.5799758710000003,0.0
3.580101311,0.0
3.580226687,0.0
3.5803520950000003,0.0
3.580477502,0.0
3.580602878,0.0
3.5807283180000002,0.0
3.580853758,0.0
3.580979198,0.0
3.5811046380000002,0.0
3.581230078,0.0
3.581355485,0.0
3.581480925,0.0
3.581606333,0.0
3.581731773,0.0
3.581857245,0.0
3.5819826850000003,0.0
3.582108092,0.0
3.5822335,0.0
3.5823588760000002,0.0
3.582484284,0.0
3.582609692,0.0
3.582735067,0.0
3.582860508,0.0
3.582985916,0.0
3.5831113230000002,0.0
3.583236731,0.0
3.583362107,0.0
3.583487515,0.0
3.583612891,0.0
3.583738266,0.0
3.5838636740000003,0.0
3.583989082,0.0
3.58411449,0.0
3.584239898,0.0
3.584365273,0.0
3.584490681,0.0
3.5846161210000003,0.0
3.584741529,0.0
3.584866937,0.0
3.584992313,0.0
3.58511772,0.0
3.585243128,0.0
3.5853685360000003,0.0
3.585493912,0.0
3.585619352,0.0
3.585744792,0.0
3.585870199,0.0
3.585995575,0.0
3.5861209830000003,0.0
3.586246391,0.0
3.586371799,0.0
3.586497175,0.0
3.586622583,0.0
3.586747991,0.0
3.586873367,0.0
3.586998774,0.0
3.587124182,0.0
3.58724959,0.0
3.587374998,0.0
3.587500405,0.0
3.5876258130000003,0.0
3.587751253,0.0
3.587876661,0.0
3.588002037,0.0
3.588127445,0.0
3.588252852,0.0
3.5883782280000003,0.0
3.588503636,0.0
3.588629044,0.0
3.588754452,0.0
3.58887986,0.0
3.589005268,0.0
3.589130644,0.0
3.589256052,0.0
3.589381427,0.0
3.589506867,0.0
3.589632275,0.0
3.589757715,0.0
3.589883123,0.0
3.590008531,0.0
3.590133906,0.0
3.590259314,0.0
3.590384722,0.0
3.590510162,0.0
3.5906355370000003,0.0
3.590760945,0.0
3.590886321,0.0
3.591011697,0.0
3.591137041,0.0
3.5912624490000002,0.0
3.591387825,0.0
3.591513232,0.0
3.59163864,0.0
3.591764048,0.0
3.591889456,0.0
3.5920148320000003,0.0
3.59214024,0.0
3.59226568,0.0
3.592391119,0.0
3.592516559,0.0
3.592641999,0.0
3.592767471,0.0
3.592892911,0.0
3.593018383,0.0
3.593143886,0.0
3.593269326,0.0
3.593394734,0.0
3.593520142,0.0
3.59364555,0.0
3.59377099,0.0
3.593896398,0.0
3.594021869,0.0
3.5941472770000003,0.0
3.594272653,0.0
3.594398093,0.0
3.5945235330000003,0.0
3.59464894,0.0
3.594774348,0.0
3.5948997560000002,0.0
3.595025196,0.0
3.595150604,0.0
3.595276043,0.0
3.595401451,0.0
3.595526859,0.0
3.595652299,0.0
3.595777707,0.0
3.595903083,0.0
3.5960284590000002,0.0
3.596153866,0.0
3.596279242,0.0
3.596404618,0.0
3.596530026,0.0
3.596655402,0.0
3.5967807780000003,0.0
3.596906186,0.0
3.597031593,0.0
3.5971570330000002,0.0
3.597282409,0.0
3.597407817,0.0
3.5975332250000003,0.0
3.597658633,0.0
3.597784072,0.0
3.5979094480000002,0.0
3.598034888,0.0
3.598160296,0.0
3.5982856720000003,0.0
3.59841108,0.0
3.598536455,0.0
3.5986618630000002,0.0
3.598787271,0.0
3.598912679,0.0
3.5990380550000003,0.0
3.599163463,0.0
3.599288839,0.0
3.5994142460000003,0.0
3.599539622,0.0
3.59966503,0.0
3.599790406,0.0
3.599915814,0.0
3.6000411900000002,0.0
3.600166565,0.0
3.600291973,0.0
3.600417381,0.0
3.600542757,0.0
3.600668133,0.0
3.60079354,0.0
3.600918916,0.0
3.601044324,0.0
3.6011697000000003,0.0
3.601295076,0.0
3.601420452,0.0
3.60154586,0.0
3.601671267,0.0
3.601796643,0.0
3.601922019,0.0
3.602047427,0.0
3.602172803,0.0
3.602298211,0.0
3.602423586,0.0
3.602548994,0.0
3.602674402,0.0
3.602799842,0.0
3.602925218,0.0
3.603050594,0.0
3.603175969,0.0
3.603301377,0.0
3.603426817,0.0
3.603552193,0.0
3.6036776010000002,0.0
3.603803009,0.0
3.603928448,0.0
3.604053856,0.0
3.604179264,0.0
3.60430464,0.0
3.604430048,0.0
3.604555456,0.0
3.604680864,0.0
3.604806271,0.0
3.604931711,0.0
3.605057087,0.0
3.605182495,0.0
3.605307903,0.0
3.605433311,0.0
3.60555875,0.0
3.605684126,0.0
3.605809566,0.0
3.605934974,0.0
3.606060382,0.0
3.60618579,0.0
3.606311197,0.0
3.606436605,0.0
3.606561981,0.0
3.606687389,0.0
3.606812797,0.0
3.606938205,0.0
3.6070636130000002,0.0
3.607188988,0.0
3.607314364,0.0
3.6074397400000002,0.0
3.607565148,0.0
3.607690556,0.0
3.6078159640000003,0.0
3.60794134,0.0
3.608066683,0.0
3.6081920910000003,0.0
3.608317467,0.0
3.608442843,0.0
3.6085682500000003,0.0
3.608693658,0.0
3.608819034,0.0
3.6089444740000003,0.0
3.609069882,0.0
3.60919529,0.0
3.609320666,0.0
3.609446073,0.0
3.609571481,0.0
3.609696857,0.0
3.609822265,0.0
3.609947673,0.0
3.610073049,0.0
3.610198456,0.0
3.610323832,0.0
3.610449208,0.0
3.610574616,0.0
3.6106999920000002,0.0
3.610825367,0.0
3.610950712,0.0
3.6110760870000003,0.0
3.611201495,0.0
3.611326871,0.0
3.611452311,0.0
3.611577719,0.0
3.611703191,0.0
3.6118285660000002,0.0
3.611954006,0.0
3.612079414,0.0
3.6122048220000003,0.0
3.612330262,0.0
3.61245567,0.0
3.612581077,0.0
3.612706517,0.0
3.612831957,0.0
3.612957333,0.0
3.613082741,0.0
3.61320818,0.0
3.613333588,0.0
3.6134590280000003,0.0
3.613584468,0.0
3.613709908,0.0
3.6138353480000003,0.0
3.613960756,0.0
3.614086163,0.0
3.6142115710000002,0.0
3.614336979,0.0
3.614462355,0.0
3.614587731,0.0
3.614713107,0.0
3.614838482,0.0
3.614963858,0.0
3.615089266,0.0
3.615214674,0.0
3.615340082,0.0
3.61546549,0.0
3.61559093,0.0
3.6157163370000003,0.0
3.615841681,0.0
3.615967089,0.0
3.616092465,0.0
3.616217841,0.0
3.6163432490000003,0.0
3.616468625,0.0
3.616594,0.0
3.6167193760000003,0.0
3.616844784,0.0
3.61697016,0.0
3.617095568,0.0
3.617221007,0.0
3.617346415,0.0
3.6174718550000002,0.0
3.617597263,0.0
3.617722639,0.0
3.617848015,0.0
3.617973455,0.0
3.618098894,0.0
3.6182243020000002,0.0
3.618349742,0.0
3.61847515,0.0
3.6186005580000002,0.0
3.618725997,0.0
3.618851438,0.0
3.618976845,0.0
3.619102285,0.0
3.619227693,0.0
3.619353133,0.0
3.619478541,0.0
3.61960398,0.0
3.61972942,0.0
3.6198548280000002,0.0
3.619980268,0.0
3.620105708,0.0
3.6202311480000002,0.0
3.620356587,0.0
3.620481995,0.0
3.620607403,0.0
3.620732811,0.0
3.620858251,0.0
3.620983723,0.0
3.621109131,0.0
3.621234538,0.0
3.621359946,0.0
3.6214853540000003,0.0
3.621610762,0.0
3.621736138,0.0
3.621861578,0.0
3.621986953,0.0
3.622112361,0.0
3.6222377690000003,0.0
3.622363145,0.0
3.622488553,0.0
3.622613929,0.0
3.622739368,0.0
3.622864776,0.0
3.6229901840000003,0.0
3.62311556,0.0
3.623240968,0.0
3.623366376,0.0
3.623491784,0.0
3.623617159,0.0
3.623742535,0.0
3.623867943,0.0
3.623993383,0.0
3.624118791,0.0
3.624244198,0.0
3.624369638,0.0
3.6244950460000003,0.0
3.624620454,0.0
3.62474583,0.0
3.62487127,0.0
3.62499671,0.0
3.625122149,0.0
3.6252475250000002,0.0
3.625372933,0.0
3.625498341,0.0
3.6256237490000003,0.0
3.625749156,0.0
3.625874532,0.0
3.6259999400000003,0.0
3.626125348,0.0
3.626250788,0.0
3.6263762280000003,0.0
3.626501635,0.0
3.626627043,0.0
3.626752451,0.0
3.626877859,0.0
3.627003267,0.0
3.6271287070000002,0.0
3.627254147,0.0
3.627379523,0.0
3.62750493,0.0
3.627630338,0.0
3.627755746,0.0
3.627881154,0.0
3.62800653,0.0
3.628131937,0.0
3.628257345,0.0
3.628382785,0.0
3.628508193,0.0
3.6286335690000002,0.0
3.628759009,0.0
3.628884416,0.0
3.629009856,0.0
3.6291352960000003,0.0
3.629260736,0.0
3.629386176,0.0
3.6295115840000003,0.0
3.629637023,0.0
3.629762463,0.0
3.6298878390000002,0.0
3.630013247,0.0
3.630138655,0.0
3.6302640950000002,0.0
3.630389502,0.0
3.63051491,0.0
3.63064035,0.0
3.630765758,0.0
3.630891198,0.0
3.631016574,0.0
3.631141981,0.0
3.631267389,0.0
3.631392797,0.0
3.631518173,0.0
3.631643613,0.0
3.631769053,0.0
3.6318944600000003,0.0
3.632019901,0.0
3.632145309,0.0
3.6322707800000003,0.0
3.63239622,0.0
3.63252166,0.0
3.6326470680000003,0.0
3.632772475,0.0
3.632897883,0.0
3.633023323,0.0
3.633148763,0.0
3.633274171,0.0
3.633399611,0.0
3.633525051,0.0
3.63365049,0.0
3.63377593,0.0
3.6339013380000003,0.0
3.63402681,0.0
3.634152218,0.0
3.6342776260000003,0.0
3.634403065,0.0
3.634528473,0.0
3.634653913,0.0
3.634779353,0.0
3.634904825,0.0
3.635030361,0.0
3.635155865,0.0
3.6352814,0.0
3.635406872,0.0
3.63553228,0.0
3.63565772,0.0
3.63578316,0.0
3.635908664,0.0
3.636034103,0.0
3.636159607,0.0
3.636285079,0.0
3.636410551,0.0
3.636535991,0.0
3.636661462,0.0
3.636786902,0.0
3.636912342,0.0
3.637037814,0.0
3.637163254,0.0
3.637288694,0.0
3.637414134,0.0
3.6375395740000003,0.0
3.6376650770000003,0.0
3.637790581,0.0
3.637916053,0.0
3.6380414930000002,0.0
3.638166933,0.0
3.638292437,0.0
3.63841794,0.0
3.638543412,0.0
3.638668916,0.0
3.638794388,0.0
3.638919892,0.0
3.6390453640000002,0.0
3.639170868,0.0
3.639296371,0.0
3.639421875,0.0
3.639547315,0.0
3.6396727870000003,0.0
3.639798227,0.0
3.639923698,0.0
3.640049138,0.0
3.640174578,0.0
3.640299954,0.0
3.640425426,0.0
3.640550866,0.0
3.640676305,0.0
3.640801745,0.0
3.6409271850000002,0.0
3.641052625,0.0
3.641178065,0.0
3.641303505,0.0
3.641428977,0.0
3.641554448,0.0
3.641679888,0.0
3.6418053280000002,0.0
3.6419308,0.0
3.64205624,0.0
3.642181679,0.0
3.6423071510000002,0.0
3.642432623,0.0
3.642558095,0.0
3.642683599,0.0
3.6428090390000003,0.0
3.642934542,0.0
3.643059982,0.0
3.643185454,0.0
3.643310862,0.0
3.643436334,0.0
3.643561806,0.0
3.6436872460000003,0.0
3.643812685,0.0
3.643938157,0.0
3.644063629,0.0
3.6441891010000003,0.0
3.644314573,0.0
3.644440013,0.0
3.644565484,0.0
3.6446909560000003,0.0
3.644816396,0.0
3.644941836,0.0
3.6450673080000002,0.0
3.645192748,0.0
3.645318156,0.0
3.645443627,0.0
3.6455691310000002,0.0
3.645694603,0.0
3.645820075,0.0
3.645945579,0.0
3.646071051,0.0
3.646196522,0.0
3.646321962,0.0
3.646447402,0.0
3.6465728740000003,0.0
3.646698314,0.0
3.646823754,0.0
3.646949225,0.0
3.647074697,0.0
3.647200137,0.0
3.647325609,0.0
3.6474510810000003,0.0
3.647576553,0.0
3.647701992,0.0
3.647827464,0.0
3.6479529360000003,0.0
3.648078376,0.0
3.648203848,0.0
3.64832932,0.0
3.648454792,0.0
3.648580231,0.0
3.648705671,0.0
3.6488311110000002,0.0
3.648956551,0.0
3.649081959,0.0
3.6492073990000002,0.0
3.6493328380000003,0.0
3.649458278,0.0
3.649583686,0.0
3.6497091260000003,0.0
3.649834566,0.0
3.649959973,0.0
3.6500853810000002,0.0
3.650210789,0.0
3.650336197,0.0
3.6504616050000003,0.0
3.650587013,0.0
3.65071242,0.0
3.6508378280000002,0.0
3.650963204,0.0
3.651088612,0.0
3.6512140520000003,0.0
3.65133946,0.0
3.651464868,0.0
3.651590275,0.0
3.651715715,0.0
3.651841091,0.0
3.6519664990000003,0.0
3.652091907,0.0
3.652217347,0.0
3.652342786,0.0
3.652468227,0.0
3.652593634,0.0
3.652719042,0.0
3.652844514,0.0
3.652969954,0.0
3.653095393,0.0
3.6532207690000003,0.0
3.653346177,0.0
3.653471585,0.0
3.653596993,0.0
3.653722433,0.0
3.65384784,0.0
3.6539732480000002,0.0
3.654098656,0.0
3.654224064,0.0
3.6543494720000003,0.0
3.65447488,0.0
3.654600319,0.0
3.6547257920000003,0.0
3.6548512630000003,0.0
3.654976671,0.0
3.655102079,0.0
3.655227487,0.0
3.655352895,0.0
3.655478302,0.0
3.6556037100000003,0.0
3.655729118,0.0
3.655854558,0.0
3.6559799660000003,0.0
3.656105342,0.0
3.656230718,0.0
3.656356126,0.0
3.656481533,0.0
3.656606973,0.0
3.656732381,0.0
3.656857789,0.0
3.656983197,0.0
3.657108605,0.0
3.657234012,0.0
3.657359388,0.0
3.657484796,0.0
3.657610172,0.0
3.657735611,0.0
3.6578610190000003,0.0
3.657986459,0.0
3.658111963,0.0
3.658237403,0.0
3.658362843,0.0
3.658488283,0.0
3.658613722,0.0
3.6587391620000003,0.0
3.658864538,0.0
3.658989978,0.0
3.659115354,0.0
3.659240762,0.0
3.659366138,0.0
3.659491513,0.0
3.659616921,0.0
3.659742329,0.0
3.659867737,0.0
3.659993145,0.0
3.660118617,0.0
3.6602440880000002,0.0
3.660369528,0.0
3.660494968,0.0
3.66062044,0.0
3.660745848,0.0
3.660871287,0.0
3.660996695,0.0
3.6611221350000003,0.0
3.661247543,0.0
3.661372919,0.0
3.661498327,0.0
3.661623703,0.0
3.6617491110000002,0.0
3.6618745180000003,0.0
3.661999926,0.0
3.662125366,0.0
3.662250774,0.0
3.66237615,0.0
3.662501525,0.0
3.6626269330000003,0.0
3.662752277,0.0
3.662877685,0.0
3.663003061,0.0
3.663128469,0.0
3.6632538770000003,0.0
3.663379285,0.0
3.663504692,0.0
3.6636301000000002,0.0
3.66375554,0.0
3.663880948,0.0
3.6640063560000002,0.0
3.664131764,0.0
3.664257171,0.0
3.664382547,0.0
3.664507923,0.0
3.664633299,0.0
3.664758675,0.0
3.664884018,0.0
3.665009394,0.0
3.665134802,0.0
3.665260178,0.0
3.665385554,0.0
3.66551093,0.0
3.665636306,0.0
3.665761713,0.0
3.665887121,0.0
3.666012529,0.0
3.6661379050000003,0.0
3.666263312,0.0
3.666388753,0.0
3.666514128,0.0
3.666639504,0.0
3.666764912,0.0
3.6668903200000003,0.0
3.667015728,0.0
3.667141167,0.0
3.667266607,0.0
3.667392079,0.0
3.667517487,0.0
3.667642895,0.0
3.667768303,0.0
3.667893711,0.0
3.66801915,0.0
3.6681445580000003,0.0
3.668269966,0.0
3.668395406,0.0
3.6685208460000003,0.0
