density,model_key,dispatcher,repeat_index,replica_id,req_id,arrival_offset_s,first_latency_ms,finish_latency_ms,scheduled_first_latency_ms,scheduled_finish_latency_ms,first_event_index,finish_event_index,is_short
mid_l10,baichuan2-7b-chat,round_robin,0,0,short_extra_02,3.564906,140.82056103507057,4622.969301010016,188.4725860436447,4670.6213260185905,343,1045,True
mid_l10,baichuan2-7b-chat,round_robin,0,0,short_extra_10,3.643152,143.4875979903154,2048.8483019871637,182.3167740367353,2087.6774780335836,356,712,True
mid_l10,baichuan2-7b-chat,round_robin,0,0,short_extra_20,3.858801,141.88577403547242,4615.40979804704,179.2987040244043,4652.8227280359715,395,1070,True
mid_l10,baichuan2-7b-chat,round_robin,0,0,short_extra_21,4.12457,141.1090919864364,4610.240668000188,194.17613901896402,4663.307715032715,448,1091,True
mid_l10,baichuan2-7b-chat,round_robin,0,0,short_extra_09,4.470999,140.3564659995027,4608.180954004638,197.420937998686,4665.245426003821,518,1112,True
mid_l10,baichuan2-7b-chat,round_robin,0,0,short_extra_12,4.88212,142.93617301154882,4603.082449000794,208.2795620081015,4668.425837997347,600,1131,True
mid_l10,baichuan2-7b-chat,round_robin,0,0,short_extra_18,5.32165,145.08134900825098,4590.315078967251,195.08029002463445,4640.314019983634,679,1144,True
mid_l10,baichuan2-7b-chat,round_robin,0,0,short_extra_28,5.706839,158.47191697685048,4578.4205489908345,182.49338399618864,4602.442016010173,740,1150,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_00,0.15815,75.8877779589966,4409.002614964265,75.95208799466491,4409.066924999934,1,497,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_27,0.366547,136.71818102011457,4473.2092510093935,139.74140398204327,4476.232473971322,6,560,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_08,0.715111,137.34075898537412,4477.094675996341,202.583952981513,4542.33786999248,19,652,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,long_extra_01,0.899694,422.24434297531843,4749.991905991919,440.2600499452092,4768.00761296181,38,743,False
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_33,1.402886,138.2100079790689,4463.329021993559,144.51933198142797,4469.638345995918,51,789,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_03,1.629343,136.91125804325566,4460.061411024071,191.43055099993944,4514.580703980755,72,845,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_06,1.929305,139.13177599897608,3845.326316950377,167.76190901873633,3873.9564499701373,97,776,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_32,2.109698,137.88839598419145,4453.947072965093,194.50325798243284,4510.561934963334,119,937,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_05,2.250032,137.43442599661648,4452.147825970314,191.6257169796154,4506.339116953313,136,962,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_15,2.670356,136.92501600598916,4452.176570019219,178.76419995445758,4494.0157539676875,191,1027,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_11,2.887095,137.2876149835065,4447.379546996672,171.0716339875944,4481.16356600076,222,1055,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_31,3.392474,136.8605550378561,4443.870227027219,143.1980180204846,4450.207690009847,300,1112,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_01,3.598687,137.40104000316933,4442.2503969981335,142.76417100336403,4447.613527998328,337,1134,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_26,3.788139,137.78509595431387,3150.8883599890396,159.6260519581847,3172.7293159929104,377,1000,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_25,4.099986,140.25604905327782,4437.0952260214835,192.73243303177878,4489.5716099999845,448,1183,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_23,4.192797,141.6514089796692,4437.406520999502,169.6394169703126,4465.394528990146,464,1189,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_14,4.549722,139.18562402250245,4427.935703017283,156.714511977043,4445.464590971824,543,1210,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_04,5.01184,142.88004202535376,4420.702396018896,177.2125550196506,4455.034909013193,651,1232,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,short_extra_22,5.467845,138.47566896583885,4412.973489961587,199.85661300597712,4474.354434001725,758,1247,True
mid_l10,baichuan2-7b-chat,round_robin,0,1,mid_b,5.743677,137.13721896056086,4409.162588999607,196.75611797720194,4468.781488016248,816,1252,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_16,0.075645,76.36183698195964,4277.129050984513,76.42676599789411,4277.1939800004475,1,435,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_17,0.229614,139.5468030241318,4630.660904047545,200.140114990063,4691.254216013476,6,544,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_29,0.53832,139.66001401422545,4644.614908029325,169.87915500067174,4674.834049015772,15,599,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_13,0.786536,140.7549370196648,4661.2373950192705,200.53042098879814,4721.012878988404,28,652,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_a,1.005053,139.6528260083869,4677.508024033159,191.0876259789802,4728.942824003752,41,692,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_07,1.511019,138.93832900794223,4702.161004010122,166.45233298186213,4729.675007984042,77,777,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,long_extra_00,1.786233,437.48287903144956,1740.1859150268137,466.4616790250875,1769.1647150204517,121,297,False
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_24,1.962443,148.59305100981146,4700.473061995581,215.51026101224124,4767.390271998011,120,855,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,long_b,2.175246,508.1236249534413,5033.13465800602,510.85164496907964,5035.862678021658,177,926,False
mid_l10,baichuan2-7b-chat,round_robin,1,0,long_a,2.60303,372.528298990801,1375.9574129944667,381.5271399798803,1384.956253983546,216,378,False
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_30,2.727991,152.00878400355577,4660.104908980429,183.48692602012306,4691.5830509969965,205,954,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_19,3.16621,144.61170800495893,4635.867155971937,175.06709502777085,4666.322542994749,272,1003,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_02,3.564906,144.80020699556917,4617.495640995912,207.04933599336073,4679.744769993704,342,1046,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_10,3.643152,145.60014300514013,2108.337663987186,201.36238704435527,2164.099908026401,355,711,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_20,3.858801,143.87942501343787,4604.216592968442,201.56595401931554,4661.903121974319,394,1071,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_21,4.12457,144.94423900032416,4590.33856698079,156.52784501435235,4601.9221729948185,434,1087,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_09,4.470999,143.5640649870038,4571.709845971782,167.93050098931417,4596.076281974092,501,1108,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_12,4.88212,146.66312298504636,4553.96287800977,185.44677895260975,4592.7465339773335,584,1127,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_18,5.32165,150.8834070409648,4528.174667037092,185.89887901907787,4563.190139015205,665,1140,True
mid_l10,baichuan2-7b-chat,round_robin,1,0,short_extra_28,5.706839,148.04437797283754,4494.659136980772,175.23444100515917,4521.849200013094,728,1146,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_00,0.15815,75.04369103116915,4422.242581029423,75.10975701734424,4422.308647015598,1,496,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_27,0.366547,135.67174202762544,4493.598000030033,137.80994998523965,4495.7362079876475,6,559,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_08,0.715111,136.58413902157918,4501.418754982296,195.54112100740895,4560.375736968126,19,651,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,long_extra_01,0.899694,422.0722070313059,4785.448884009384,433.0449699773453,4796.421646955423,38,739,False
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_33,1.402886,137.52066803863272,4503.426062001381,204.03783401707187,4569.94322797982,55,797,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_03,1.629343,142.097044037655,4501.625240023714,189.28603100357577,4548.814226989634,71,840,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_06,1.929305,137.80342997051775,3388.923085993156,164.37423398019746,3415.4938900028355,96,670,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_32,2.109698,138.03209702018648,4494.317625998519,190.83628797670826,4547.121816955041,118,932,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_05,2.250032,139.1058519948274,4495.355852995999,189.6305189584382,4545.88051995961,135,957,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_15,2.670356,137.97540398081765,4492.4998200149275,180.3514879429713,4534.875903977081,190,1023,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_11,2.887095,137.90582603542134,4489.734656002838,170.30223598703742,4522.131065954454,221,1051,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_31,3.392474,138.894323958084,4490.053838992026,144.52849997906014,4495.688015013002,299,1108,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_01,3.598687,139.27863800199702,4486.6199039970525,146.7237530159764,4494.065019011032,336,1130,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_26,3.788139,139.42937896354124,3254.1880639619194,165.7967979554087,3280.555482953787,376,1006,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_25,4.099986,139.55860503483564,4477.310051035602,199.12017200840637,4536.871618009172,447,1179,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_23,4.192797,141.05172298150137,4477.6981369941495,176.6782909980975,4513.324705010746,463,1185,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_14,4.549722,143.5051150037907,4463.477449025959,174.27954694721848,4494.251880969387,542,1206,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_04,5.01184,138.8933529960923,4447.4355729762465,194.52233699848875,4503.064556978643,650,1228,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,short_extra_22,5.467845,141.73548895632848,4435.135889973026,158.84016099153087,4452.240562008228,738,1241,True
mid_l10,baichuan2-7b-chat,round_robin,1,1,mid_b,5.743677,138.50072503555566,4424.596094002482,161.1512610106729,4447.246629977599,796,1246,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_16,0.075645,74.2666230071336,4472.892270016018,74.33107105316594,4472.956718062051,1,578,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_17,0.229614,138.56717001181096,4538.788489997387,195.1583030167967,4595.379623002373,6,646,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_29,0.53832,138.1871310295537,4543.44174900325,163.6692770407535,4568.92389501445,15,712,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_13,0.786536,137.60785100748762,4542.8108659689315,190.53850701311603,4595.74152197456,28,777,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_a,1.005053,138.32657900638878,4546.122228028253,179.69908501254395,4587.494734034408,41,822,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_33,1.402886,138.92584101995453,4550.953202007804,193.82952502928674,4605.856886017136,72,905,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_03,1.629343,140.5971110216342,4548.121025029104,177.7691880124621,4585.293102019932,91,945,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_06,1.929305,141.01414097240195,3436.7497119819745,157.2369509958662,3452.972522005439,120,781,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_24,1.962443,142.37191795837134,4542.731531953905,194.76834300439805,4595.1279569999315,129,1006,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_32,2.109698,139.70120099838823,4536.276247003116,187.23634898196906,4583.8113949866965,148,1029,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_05,2.250032,140.2103720465675,4534.031362039968,187.1364550315775,4580.957445024978,169,1050,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,long_a,2.60303,364.19058899628,1348.961284966208,404.7524640336633,1389.5231600035913,260,458,False
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_30,2.727991,146.5132120065391,4519.195220025722,208.2890080055222,4580.971016024705,247,1108,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_19,3.16621,138.8467230135575,4501.592422020622,186.4017950138077,4549.147494020872,326,1151,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_02,3.564906,142.13374396786094,3258.7460780050606,149.47111101355404,3266.0834450507537,397,1053,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_10,3.643152,141.57959504518658,2018.3314850437455,141.6149520664476,2018.3668420650065,413,845,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_20,3.858801,141.2525519845076,4472.448916989379,204.80667002266273,4536.003035027534,477,1212,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_21,4.12457,139.8032340221107,4465.830318047665,148.52702303323895,4474.554107058793,526,1228,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_09,4.470999,138.98705499013886,4460.708361002617,147.22380501916632,4468.945111031644,611,1249,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_12,4.88212,143.17126700188965,4452.063620032277,155.70564498193562,4464.597998012323,711,1268,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_18,5.32165,140.93103300547227,4439.440410991665,201.5940560377203,4500.103434023913,821,1283,True
mid_l10,baichuan2-7b-chat,least_backlog,0,0,short_extra_28,5.706839,140.1145660202019,4430.874394020066,164.07695703674108,4454.836785036605,890,1289,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_00,0.15815,75.15176699962467,4447.218930989038,75.21765405545011,4447.284818044864,1,402,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_27,0.366547,137.10593298310414,4515.29249700252,139.74273501662537,4517.929299036041,6,453,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_08,0.715111,137.0300779817626,4523.443189973477,198.63193901255727,4585.045051004272,19,528,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,long_extra_01,0.899694,421.1640430148691,4801.997923990712,435.22626400226727,4816.06014497811,38,602,False
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_07,1.511019,137.79996003722772,4523.467814025935,165.3133140061982,4550.981167994905,59,665,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,long_extra_00,1.786233,421.3050220278092,1676.9357320154086,449.2364650359377,1704.8671750235371,100,234,False
mid_l10,baichuan2-7b-chat,least_backlog,0,1,long_b,2.175246,493.6135439784266,4851.0112799704075,553.8544760202058,4911.252212012187,143,846,False
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_15,2.670356,140.91043401276693,4494.880434998777,199.66622203355655,4553.636223019566,158,869,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_11,2.887095,140.90997201856226,4493.933613004629,192.85171100636944,4545.875351992436,183,900,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_31,3.392474,139.7319659590721,4490.005504980218,169.63920200942084,4519.912741030566,246,964,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_01,3.598687,141.4636000408791,4484.375154017471,177.97746404539794,4520.88901802199,274,989,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_26,3.788139,140.06765297381207,4477.88458399009,198.80840799305588,4536.625339009333,305,1011,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_25,4.099986,138.73851002426818,4475.063021003734,162.05169504974037,4498.3762060292065,350,1036,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_23,4.192797,138.3742099860683,4473.748008022085,207.642448018305,4543.0162460543215,375,1047,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_14,4.549722,140.3463429887779,4473.766043956857,196.08853000681847,4529.508230974898,439,1068,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_04,5.01184,139.32707504136488,4465.245867031626,150.82785405684263,4476.746646047104,514,1087,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,short_extra_22,5.467845,140.52229101071134,4456.759196007624,178.38791204849258,4494.6248170454055,601,1102,True
mid_l10,baichuan2-7b-chat,least_backlog,0,1,mid_b,5.743677,139.59069299744442,4452.446249953937,180.88983604684472,4493.745393003337,651,1107,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_16,0.075645,74.76779096759856,4452.584525977727,74.83119500102475,4452.647930011153,1,575,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_17,0.229614,137.3029180103913,4517.363614984788,194.35138598782942,4574.412082962226,6,642,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_29,0.53832,137.64565001474693,4522.094271029346,158.7628920096904,4543.211513024289,15,707,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_13,0.786536,138.8788819895126,4524.1438479861245,185.60915195848793,4570.8741179551,28,772,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_a,1.005053,141.150166047737,4523.917789047118,178.36388101568446,4561.131504015066,41,817,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_33,1.402886,141.31080801598728,4525.716334988829,195.0958850211464,4579.501411993988,72,900,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_03,1.629343,138.56552197830752,4523.89457100071,175.91379798250273,4561.242847004905,91,940,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_06,1.929305,141.3863530033268,3412.156098987907,157.33537200139835,3428.1051179859787,120,776,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_24,1.962443,140.9164690412581,4518.314987013582,194.33912402018905,4571.737641992513,129,1001,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_32,2.109698,139.7563279606402,4514.811428962275,186.86375295510516,4561.91885395674,148,1024,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_05,2.250032,139.53841500915587,4512.104339024518,186.09415797982365,4558.6600819951855,169,1045,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,long_a,2.60303,359.1776880202815,1329.8369310214184,398.4432520228438,1369.1024950239807,260,456,False
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_30,2.727991,146.68552798684686,4504.541159025393,201.87076699221507,4559.726398030762,247,1109,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_19,3.16621,139.30163398617879,4488.023801008239,181.65205197874457,4530.374219000805,326,1158,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_02,3.564906,140.20299102412537,4485.429946973454,198.3125380356796,4543.539493985008,411,1201,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_10,3.643152,141.1946170264855,2011.8860389920883,190.25207904633135,2060.943501011934,427,854,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_20,3.858801,139.4459000439383,4478.2483000308275,183.60343301901594,4522.405833005905,475,1226,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_21,4.12457,139.58661700598896,4472.942159045488,195.23440499324352,4528.589947032742,540,1247,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_09,4.470999,139.67498601414263,4463.196947006509,197.0037819701247,4520.525742962491,624,1268,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_12,4.88212,139.96911101276055,4457.207169965841,199.41151299281046,4516.649571945891,723,1287,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_18,5.32165,139.21752601163462,4446.065552998334,175.01394101418555,4481.861968000885,816,1300,True
mid_l10,baichuan2-7b-chat,least_backlog,1,0,short_extra_28,5.706839,139.40141099737957,4439.72380500054,205.9248510049656,4506.247245008126,899,1307,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_00,0.15815,76.15606300532818,4446.257156028878,76.22403098503128,4446.325124008581,1,402,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_27,0.366547,138.4329639840871,4509.614915994462,143.17999494960532,4514.36194695998,6,453,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_08,0.715111,139.72021598601714,4515.154774999246,205.73209697613493,4581.166655989364,19,528,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,long_extra_01,0.899694,421.05316201923415,4786.482619005255,442.2157629742287,4807.64521996025,38,602,False
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_07,1.511019,139.1005060286261,4504.672410024796,172.4777579656802,4538.04966196185,59,665,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,long_extra_00,1.786233,422.2751270281151,1674.9643700313754,455.49249998293817,1708.1817429861985,100,234,False
mid_l10,baichuan2-7b-chat,least_backlog,1,1,long_b,2.175246,495.3993019880727,4829.970566031989,561.8974939570762,4896.468758000992,143,846,False
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_15,2.670356,139.36107698827982,4472.264455980621,206.16803294979036,4539.071411942132,158,869,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_11,2.887095,139.77767201140523,4467.762271000538,198.56626394903287,4526.550862938166,183,900,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_31,3.392474,138.9920489746146,4467.637710971758,172.67530696699396,4501.320968964137,246,964,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_01,3.598687,138.1513600354083,4466.282156994566,173.6197349964641,4501.750531955622,274,989,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_26,3.788139,138.28189799096435,4466.027426009532,191.24016794376075,4518.9856959623285,305,1011,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_25,4.099986,138.89641099376604,4463.219391996972,158.90544099966064,4483.228422002867,350,1036,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_23,4.192797,139.48314695153385,4461.674457998015,205.60606895014644,4527.797379996628,375,1047,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_14,4.549722,139.39661101903766,4454.949823964853,194.18022397439927,4509.733436920214,439,1068,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_04,5.01184,140.2480069664307,4445.890565984882,146.84936095727608,4452.491919975728,514,1087,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,short_extra_22,5.467845,137.69428100204095,4434.717165015172,170.62974796863273,4467.652631981764,601,1102,True
mid_l10,baichuan2-7b-chat,least_backlog,1,1,mid_b,5.743677,137.06274598371238,4430.596003017854,169.32944295695052,4462.862699991092,651,1107,True
mid_l30,baichuan2-7b-chat,round_robin,0,0,short_extra_21,0.075645,76.19185699149966,4552.664618007839,76.25499903224409,4552.727760048583,1,373,True
mid_l30,baichuan2-7b-chat,round_robin,0,0,short_extra_03,0.229614,140.4916140018031,4643.48271797644,201.70652400702238,4704.697627981659,6,417,True
mid_l30,baichuan2-7b-chat,round_robin,0,0,short_extra_02,0.53832,137.23971199942753,3335.227906005457,166.88013699604198,3364.8683310020715,15,275,True
mid_l30,baichuan2-7b-chat,round_robin,0,0,long_extra_01,0.786536,430.544315953739,4929.043888987508,484.9603739567101,4983.459946990479,41,536,False
mid_l30,baichuan2-7b-chat,round_robin,0,0,long_extra_02,1.005053,147.2002980299294,147.2002980299294,195.86274900939316,195.86274900939316,37,37,False
mid_l30,baichuan2-7b-chat,round_robin,0,0,long_extra_06,1.511019,430.9495820198208,1207.624423026573,464.93590000318363,1241.6107410099357,82,150,False
mid_l30,baichuan2-7b-chat,round_robin,0,0,long_extra_04,1.786233,147.4044460337609,147.4044460337609,189.72190003842115,189.72190003842115,83,83,False
mid_l30,baichuan2-7b-chat,round_robin,0,0,long_extra_09,1.962443,360.73499103076756,4827.369054022711,374.26508602220565,4840.899149014149,109,685,False
mid_l30,baichuan2-7b-chat,round_robin,0,0,long_extra_00,2.175246,147.3798860097304,1427.8303799801506,161.46208602003753,1441.9125799904577,110,243,False
mid_l30,baichuan2-7b-chat,round_robin,0,0,short_extra_00,2.60303,139.52156901359558,4602.781911962666,149.59974103840068,4612.860083987471,153,740,True
mid_l30,baichuan2-7b-chat,round_robin,0,0,long_extra_03,2.727991,498.33274696720764,4943.912214017473,522.9931559879333,4968.572623038199,203,793,False
mid_l30,baichuan2-7b-chat,round_robin,0,0,long_extra_07,3.16621,369.31030597770587,4793.583024002146,380.69837901275605,4804.971097037196,228,817,False
mid_l30,baichuan2-7b-chat,round_robin,0,0,short_extra_19,3.564906,142.21199497114867,4559.283677954227,194.4867760175839,4611.558459000662,262,833,True
mid_l30,baichuan2-7b-chat,round_robin,0,0,long_extra_08,3.643152,437.53994500730187,1149.4178830180317,481.67022701818496,1193.5481650289148,298,405,False
mid_l30,baichuan2-7b-chat,round_robin,0,0,long_b,3.858801,149.41167598590255,4545.471741992515,193.82194301579148,4589.8820090224035,297,850,False
mid_l30,baichuan2-7b-chat,round_robin,0,0,long_a,4.12457,360.6316520017572,1369.8780430131592,360.9068950172514,1370.1532860286534,348,494,False
mid_l30,baichuan2-7b-chat,round_robin,0,0,short_extra_12,4.470999,142.88230403326452,4506.395461037755,157.37376001197845,4520.886917016469,381,875,True
